"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"PALTEA","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALTEA","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALTEA","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","A7","age",0.28,0.095,0.076,0.378,0.77,0.731,"","",""
"RTIFMDMT","A7","LED",0.664,0.606,0.471,0.051,0.084,0.088,"","",""
"RTIFMDMT","A7","severity",-0.199,-0.28,-0.229,0.535,0.378,0.303,"","",""
"RTIFMDMT","A7","fivedasc_util_total",0.241,0.301,0.198,0.45,0.341,0.372,"","",""
"RTIFMDMT","A7","fivedasc_sprit_total",0.231,0.28,0.198,0.47,0.378,0.372,"","",""
"RTIFMDMT","A7","fivedasc_bliss_total",0.163,0.203,0.137,0.612,0.527,0.536,"","",""
"RTIFMDMT","A7","fivedasc_insight_total",0.126,0.067,0.107,0.697,0.837,0.63,"","",""
"RTIFMDMT","A7","fivedasc_dis_total",0.288,0.207,0.107,0.364,0.519,0.63,"","",""
"RTIFMDMT","A7","fivedasc_imp_total",-0.104,-0.34,-0.351,0.747,0.28,0.114,"","",""
"RTIFMDMT","A7","fivedasc_anx_total",-0.098,-0.21,-0.137,0.761,0.512,0.536,"","",""
"RTIFMDMT","A7","fivedasc_cimg_total",-0.463,-0.349,-0.215,0.13,0.266,0.335,"","",""
"RTIFMDMT","A7","fivedasc_eimg_total",-0.275,-0.399,-0.321,0.387,0.198,0.149,"","",""
"RTIFMDMT","A7","fivedasc_av_total",-0.133,-0.147,-0.168,0.681,0.648,0.45,"","",""
"RTIFMDMT","A7","fivedasc_per_total",0.098,0.137,0.107,0.763,0.672,0.63,"","",""
"RTIFMDMT","A7","boundlessMean",0.195,0.245,0.168,0.544,0.442,0.45,"","",""
"RTIFMDMT","A7","anxiousEgoMean",0.122,0.046,0.015,0.706,0.888,0.945,"","",""
"RTIFMDMT","A7","visionaryMean",-0.242,-0.123,-0.107,0.448,0.704,0.63,"","",""
"RTIFMDMT","B30","age",-0.058,-0.406,-0.303,0.859,0.193,0.197,"","",""
"RTIFMDMT","B30","LED",0.301,0.203,0.087,0.431,0.601,0.75,"","",""
"RTIFMDMT","B30","severity",-0.099,-0.196,-0.242,0.759,0.543,0.311,"","",""
"RTIFMDMT","B30","fivedasc_util_total",0.302,0.21,0.121,0.341,0.514,0.638,"","",""
"RTIFMDMT","B30","fivedasc_sprit_total",0.394,0.28,0.182,0.204,0.379,0.459,"","",""
"RTIFMDMT","B30","fivedasc_bliss_total",0.227,0.147,0.121,0.477,0.651,0.638,"","",""
"RTIFMDMT","B30","fivedasc_insight_total",0.356,0.119,0.03,0.256,0.716,0.947,"","",""
"RTIFMDMT","B30","fivedasc_dis_total",0.458,0.343,0.182,0.134,0.276,0.459,"","",""
"RTIFMDMT","B30","fivedasc_imp_total",-0.071,-0.077,-0.03,0.827,0.817,0.947,"","",""
"RTIFMDMT","B30","fivedasc_anx_total",0.014,-0.056,-0.061,0.966,0.869,0.841,"","",""
"RTIFMDMT","B30","fivedasc_cimg_total",0.16,-0.007,-0.015,0.619,0.983,0.945,"","",""
"RTIFMDMT","B30","fivedasc_eimg_total",-0.393,-0.392,-0.303,0.206,0.21,0.197,"","",""
"RTIFMDMT","B30","fivedasc_av_total",-0.219,-0.252,-0.121,0.493,0.43,0.638,"","",""
"RTIFMDMT","B30","fivedasc_per_total",0.337,0.07,0.03,0.285,0.834,0.947,"","",""
"RTIFMDMT","B30","boundlessMean",0.325,0.231,0.152,0.302,0.471,0.545,"","",""
"RTIFMDMT","B30","anxiousEgoMean",0.312,0.154,0.03,0.323,0.635,0.947,"","",""
"RTIFMDMT","B30","visionaryMean",-0.067,-0.14,-0.121,0.837,0.667,0.638,"","",""
"RTIFMDMT","B7","age",0.049,0,-0.03,0.88,1,0.947,"","",""
"RTIFMDMT","B7","LED",0.143,0.312,0.377,0.714,0.413,0.168,"","",""
"RTIFMDMT","B7","severity",-0.093,-0.224,-0.152,0.773,0.485,0.545,"","",""
"RTIFMDMT","B7","fivedasc_util_total",0.142,-0.014,-0.03,0.659,0.974,0.947,"","",""
"RTIFMDMT","B7","fivedasc_sprit_total",0.176,-0.021,-0.03,0.583,0.956,0.947,"","",""
"RTIFMDMT","B7","fivedasc_bliss_total",0.123,0.014,0.03,0.703,0.974,0.947,"","",""
"RTIFMDMT","B7","fivedasc_insight_total",0.032,-0.14,-0.121,0.922,0.667,0.638,"","",""
"RTIFMDMT","B7","fivedasc_dis_total",0.293,0.105,0.091,0.355,0.749,0.737,"","",""
"RTIFMDMT","B7","fivedasc_imp_total",0.08,0.273,0.182,0.804,0.391,0.459,"","",""
"RTIFMDMT","B7","fivedasc_anx_total",0.004,0.168,0.091,0.991,0.604,0.737,"","",""
"RTIFMDMT","B7","fivedasc_cimg_total",0.284,0.182,0.107,0.372,0.571,0.63,"","",""
"RTIFMDMT","B7","fivedasc_eimg_total",-0.533,-0.441,-0.333,0.074,0.154,0.153,"","",""
"RTIFMDMT","B7","fivedasc_av_total",-0.292,-0.294,-0.273,0.357,0.354,0.25,"","",""
"RTIFMDMT","B7","fivedasc_per_total",0.277,-0.049,-0.061,0.384,0.886,0.841,"","",""
"RTIFMDMT","B7","boundlessMean",0.123,0,0,0.704,1,1,"","",""
"RTIFMDMT","B7","anxiousEgoMean",0.245,0.196,0.121,0.442,0.543,0.638,"","",""
"RTIFMDMT","B7","visionaryMean",-0.136,-0.245,-0.152,0.673,0.444,0.545,"","",""
"RTIFMDMT","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDMT","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","A7","age",0.118,0.056,0,0.715,0.869,1,"","",""
"RTIFMDRT","A7","LED",-0.066,0.017,0.029,0.867,0.966,0.916,"","",""
"RTIFMDRT","A7","severity",0.501,0.476,0.364,0.097,0.121,0.116,"","",""
"RTIFMDRT","A7","fivedasc_util_total",0.463,0.469,0.364,0.13,0.127,0.116,"","",""
"RTIFMDRT","A7","fivedasc_sprit_total",0.429,0.503,0.364,0.165,0.099,0.116,"","",""
"RTIFMDRT","A7","fivedasc_bliss_total",0.48,0.531,0.424,0.114,0.079,0.063,"","",""
"RTIFMDRT","A7","fivedasc_insight_total",0.35,0.566,0.455,0.265,0.059,0.045,"","","*"
"RTIFMDRT","A7","fivedasc_dis_total",0.497,0.427,0.242,0.1,0.169,0.311,"","",""
"RTIFMDRT","A7","fivedasc_imp_total",-0.207,-0.21,-0.152,0.519,0.514,0.545,"","",""
"RTIFMDRT","A7","fivedasc_anx_total",-0.524,-0.406,-0.303,0.081,0.193,0.197,"","",""
"RTIFMDRT","A7","fivedasc_cimg_total",-0.011,0.035,0.015,0.972,0.914,0.945,"","",""
"RTIFMDRT","A7","fivedasc_eimg_total",0.148,0.14,0.121,0.646,0.667,0.638,"","",""
"RTIFMDRT","A7","fivedasc_av_total",0.255,0.217,0.121,0.425,0.499,0.638,"","",""
"RTIFMDRT","A7","fivedasc_per_total",0.519,0.524,0.394,0.084,0.084,0.086,"","",""
"RTIFMDRT","A7","boundlessMean",0.443,0.517,0.394,0.149,0.089,0.086,"","",""
"RTIFMDRT","A7","anxiousEgoMean",0.031,-0.049,-0.03,0.924,0.886,0.947,"","",""
"RTIFMDRT","A7","visionaryMean",0.333,0.224,0.182,0.29,0.485,0.459,"","",""
"RTIFMDRT","B30","age",0.092,-0.042,0.03,0.775,0.904,0.947,"","",""
"RTIFMDRT","B30","LED",0.106,0.321,0.261,0.785,0.4,0.34,"","",""
"RTIFMDRT","B30","severity",-0.583,-0.65,-0.455,0.047,0.026,0.045,"*","*","*"
"RTIFMDRT","B30","fivedasc_util_total",-0.24,-0.161,-0.152,0.453,0.619,0.545,"","",""
"RTIFMDRT","B30","fivedasc_sprit_total",-0.359,-0.273,-0.212,0.251,0.391,0.381,"","",""
"RTIFMDRT","B30","fivedasc_bliss_total",-0.26,-0.217,-0.212,0.415,0.499,0.381,"","",""
"RTIFMDRT","B30","fivedasc_insight_total",-0.413,-0.308,-0.242,0.182,0.331,0.311,"","",""
"RTIFMDRT","B30","fivedasc_dis_total",-0.26,-0.091,-0.091,0.414,0.783,0.737,"","",""
"RTIFMDRT","B30","fivedasc_imp_total",-0.06,-0.098,-0.121,0.854,0.766,0.638,"","",""
"RTIFMDRT","B30","fivedasc_anx_total",0.018,0.007,-0.03,0.955,0.991,0.947,"","",""
"RTIFMDRT","B30","fivedasc_cimg_total",0.034,-0.091,-0.046,0.916,0.778,0.837,"","",""
"RTIFMDRT","B30","fivedasc_eimg_total",0.075,-0.14,-0.091,0.817,0.667,0.737,"","",""
"RTIFMDRT","B30","fivedasc_av_total",0.057,-0.042,-0.03,0.859,0.904,0.947,"","",""
"RTIFMDRT","B30","fivedasc_per_total",0.068,-0.147,-0.061,0.834,0.651,0.841,"","",""
"RTIFMDRT","B30","boundlessMean",-0.324,-0.21,-0.182,0.304,0.514,0.459,"","",""
"RTIFMDRT","B30","anxiousEgoMean",-0.203,-0.091,-0.061,0.528,0.783,0.841,"","",""
"RTIFMDRT","B30","visionaryMean",0.083,0.042,0.03,0.797,0.904,0.947,"","",""
"RTIFMDRT","B7","age",0.032,0.035,0.061,0.923,0.921,0.841,"","",""
"RTIFMDRT","B7","LED",0.26,0.456,0.261,0.499,0.218,0.34,"","",""
"RTIFMDRT","B7","severity",-0.265,-0.168,-0.121,0.405,0.604,0.638,"","",""
"RTIFMDRT","B7","fivedasc_util_total",0.05,0.245,0.182,0.878,0.444,0.459,"","",""
"RTIFMDRT","B7","fivedasc_sprit_total",-0.012,0.196,0.182,0.969,0.543,0.459,"","",""
"RTIFMDRT","B7","fivedasc_bliss_total",0.079,0.315,0.242,0.807,0.319,0.311,"","",""
"RTIFMDRT","B7","fivedasc_insight_total",-0.129,0.21,0.152,0.688,0.514,0.545,"","",""
"RTIFMDRT","B7","fivedasc_dis_total",-0.038,0.161,0.061,0.906,0.619,0.841,"","",""
"RTIFMDRT","B7","fivedasc_imp_total",0.145,0.119,0.091,0.652,0.716,0.737,"","",""
"RTIFMDRT","B7","fivedasc_anx_total",0.062,0.07,0,0.848,0.834,1,"","",""
"RTIFMDRT","B7","fivedasc_cimg_total",0.347,0.273,0.26,0.269,0.39,0.243,"","",""
"RTIFMDRT","B7","fivedasc_eimg_total",0.019,-0.007,0,0.953,0.991,1,"","",""
"RTIFMDRT","B7","fivedasc_av_total",0.181,0.203,0.121,0.574,0.528,0.638,"","",""
"RTIFMDRT","B7","fivedasc_per_total",0.269,0.343,0.273,0.398,0.276,0.25,"","",""
"RTIFMDRT","B7","boundlessMean",0,0.259,0.212,1,0.417,0.381,"","",""
"RTIFMDRT","B7","anxiousEgoMean",0.057,0.245,0.152,0.859,0.444,0.545,"","",""
"RTIFMDRT","B7","visionaryMean",0.261,0.245,0.182,0.412,0.444,0.459,"","",""
"RTIFMDRT","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTIFMDRT","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","B30","age",-0.019,-0.256,-0.168,0.952,0.422,0.45,"","",""
"RTISMDMT","B30","LED",-0.208,-0.292,-0.235,0.591,0.445,0.394,"","",""
"RTISMDMT","B30","severity",0.261,0.175,0.107,0.413,0.586,0.63,"","",""
"RTISMDMT","B30","fivedasc_util_total",0.324,-0.028,-0.076,0.304,0.931,0.731,"","",""
"RTISMDMT","B30","fivedasc_sprit_total",0.413,0.102,-0.015,0.182,0.753,0.945,"","",""
"RTISMDMT","B30","fivedasc_bliss_total",0.284,-0.056,-0.137,0.372,0.863,0.536,"","",""
"RTISMDMT","B30","fivedasc_insight_total",0.401,0.067,0.015,0.196,0.837,0.945,"","",""
"RTISMDMT","B30","fivedasc_dis_total",0.602,0.417,0.29,0.039,0.178,0.192,"*","",""
"RTISMDMT","B30","fivedasc_imp_total",-0.154,-0.014,-0.015,0.633,0.966,0.945,"","",""
"RTISMDMT","B30","fivedasc_anx_total",-0.194,-0.07,-0.046,0.546,0.829,0.837,"","",""
"RTISMDMT","B30","fivedasc_cimg_total",0.013,-0.112,-0.092,0.968,0.728,0.679,"","",""
"RTISMDMT","B30","fivedasc_eimg_total",-0.374,-0.221,-0.198,0.231,0.491,0.372,"","",""
"RTISMDMT","B30","fivedasc_av_total",-0.256,-0.424,-0.26,0.421,0.17,0.243,"","",""
"RTISMDMT","B30","fivedasc_per_total",0.426,-0.011,-0.046,0.167,0.974,0.837,"","",""
"RTISMDMT","B30","boundlessMean",0.362,0.025,-0.046,0.247,0.94,0.837,"","",""
"RTISMDMT","B30","anxiousEgoMean",0.285,0.049,0.046,0.369,0.88,0.837,"","",""
"RTISMDMT","B30","visionaryMean",-0.079,-0.263,-0.198,0.808,0.409,0.372,"","",""
"RTISMDMT","B7","age",0.127,0.189,0.091,0.695,0.558,0.737,"","",""
"RTISMDMT","B7","LED",-0.428,-0.338,-0.203,0.251,0.374,0.458,"","",""
"RTISMDMT","B7","severity",0.356,0.455,0.333,0.256,0.14,0.153,"","",""
"RTISMDMT","B7","fivedasc_util_total",0.233,0.07,0.03,0.467,0.834,0.947,"","",""
"RTISMDMT","B7","fivedasc_sprit_total",0.31,0.224,0.091,0.327,0.485,0.737,"","",""
"RTISMDMT","B7","fivedasc_bliss_total",0.223,0.126,0.03,0.487,0.7,0.947,"","",""
"RTISMDMT","B7","fivedasc_insight_total",0.258,0.245,0.182,0.419,0.444,0.459,"","",""
"RTISMDMT","B7","fivedasc_dis_total",0.549,0.42,0.273,0.065,0.177,0.25,"","",""
"RTISMDMT","B7","fivedasc_imp_total",-0.179,-0.238,-0.121,0.578,0.457,0.638,"","",""
"RTISMDMT","B7","fivedasc_anx_total",-0.261,-0.259,-0.212,0.412,0.417,0.381,"","",""
"RTISMDMT","B7","fivedasc_cimg_total",-0.028,-0.2,-0.076,0.932,0.534,0.731,"","",""
"RTISMDMT","B7","fivedasc_eimg_total",-0.457,-0.238,-0.152,0.135,0.457,0.545,"","",""
"RTISMDMT","B7","fivedasc_av_total",-0.362,-0.427,-0.333,0.248,0.169,0.153,"","",""
"RTISMDMT","B7","fivedasc_per_total",0.369,0.189,0.121,0.238,0.558,0.638,"","",""
"RTISMDMT","B7","boundlessMean",0.262,0.147,0.061,0.411,0.651,0.841,"","",""
"RTISMDMT","B7","anxiousEgoMean",0.205,-0.056,0,0.523,0.869,1,"","",""
"RTISMDMT","B7","visionaryMean",-0.18,-0.266,-0.212,0.575,0.404,0.381,"","",""
"RTISMDMT","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDMT","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","B30","age",-0.403,-0.531,-0.333,0.194,0.079,0.153,"","",""
"RTISMDRT","B30","LED",0.248,0.38,0.261,0.52,0.313,0.34,"","",""
"RTISMDRT","B30","severity",-0.729,-0.797,-0.576,0.007,0.003,0.009,"**","**","**"
"RTISMDRT","B30","fivedasc_util_total",-0.161,-0.112,-0.091,0.617,0.733,0.737,"","",""
"RTISMDRT","B30","fivedasc_sprit_total",-0.228,-0.147,-0.091,0.476,0.651,0.737,"","",""
"RTISMDRT","B30","fivedasc_bliss_total",-0.253,-0.196,-0.212,0.428,0.543,0.381,"","",""
"RTISMDRT","B30","fivedasc_insight_total",-0.261,-0.266,-0.242,0.412,0.404,0.311,"","",""
"RTISMDRT","B30","fivedasc_dis_total",-0.166,0.021,-0.03,0.605,0.956,0.947,"","",""
"RTISMDRT","B30","fivedasc_imp_total",0.113,0.098,0.061,0.727,0.766,0.841,"","",""
"RTISMDRT","B30","fivedasc_anx_total",0.12,0.147,0.091,0.711,0.651,0.737,"","",""
"RTISMDRT","B30","fivedasc_cimg_total",0.04,0.021,0.076,0.902,0.948,0.731,"","",""
"RTISMDRT","B30","fivedasc_eimg_total",-0.346,-0.378,-0.273,0.271,0.227,0.25,"","",""
"RTISMDRT","B30","fivedasc_av_total",-0.075,-0.126,-0.091,0.817,0.7,0.737,"","",""
"RTISMDRT","B30","fivedasc_per_total",0.135,-0.126,-0.121,0.675,0.7,0.638,"","",""
"RTISMDRT","B30","boundlessMean",-0.232,-0.126,-0.121,0.468,0.7,0.638,"","",""
"RTISMDRT","B30","anxiousEgoMean",-0.02,0.126,0.121,0.95,0.7,0.638,"","",""
"RTISMDRT","B30","visionaryMean",-0.102,-0.042,-0.03,0.753,0.904,0.947,"","",""
"RTISMDRT","B7","age",0.006,-0.228,-0.168,0.986,0.477,0.45,"","",""
"RTISMDRT","B7","LED",0.463,0.432,0.353,0.209,0.245,0.201,"","",""
"RTISMDRT","B7","severity",-0.498,-0.473,-0.321,0.1,0.121,0.149,"","",""
"RTISMDRT","B7","fivedasc_util_total",0.149,0.081,0.046,0.643,0.803,0.837,"","",""
"RTISMDRT","B7","fivedasc_sprit_total",0.174,0.13,0.107,0.589,0.688,0.63,"","",""
"RTISMDRT","B7","fivedasc_bliss_total",0.092,0.018,-0.015,0.776,0.957,0.945,"","",""
"RTISMDRT","B7","fivedasc_insight_total",-0.082,-0.088,-0.046,0.801,0.787,0.837,"","",""
"RTISMDRT","B7","fivedasc_dis_total",0.291,0.329,0.229,0.358,0.296,0.303,"","",""
"RTISMDRT","B7","fivedasc_imp_total",-0.128,0.067,0.015,0.691,0.837,0.945,"","",""
"RTISMDRT","B7","fivedasc_anx_total",0.021,0.116,0.015,0.948,0.721,0.945,"","",""
"RTISMDRT","B7","fivedasc_cimg_total",-0.089,-0.06,0,0.782,0.854,1,"","",""
"RTISMDRT","B7","fivedasc_eimg_total",-0.712,-0.76,-0.565,0.009,0.004,0.011,"**","**","*"
"RTISMDRT","B7","fivedasc_av_total",-0.247,-0.375,-0.351,0.44,0.23,0.114,"","",""
"RTISMDRT","B7","fivedasc_per_total",0.281,0.133,0.137,0.376,0.68,0.536,"","",""
"RTISMDRT","B7","boundlessMean",0.088,0.088,0.076,0.786,0.787,0.731,"","",""
"RTISMDRT","B7","anxiousEgoMean",0.173,0.354,0.198,0.591,0.259,0.372,"","",""
"RTISMDRT","B7","visionaryMean",-0.287,-0.273,-0.168,0.365,0.39,0.45,"","",""
"RTISMDRT","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTISMDRT","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE12","A7","age",-0.05,0.053,0.031,0.878,0.87,0.89,"","",""
"SWMBE12","A7","LED",-0.118,-0.157,-0.09,0.763,0.686,0.748,"","",""
"SWMBE12","A7","severity",0.134,-0.042,-0.031,0.679,0.896,0.89,"","",""
"SWMBE12","A7","fivedasc_util_total",0.042,-0.162,-0.125,0.897,0.615,0.58,"","",""
"SWMBE12","A7","fivedasc_sprit_total",0.026,-0.211,-0.219,0.936,0.51,0.332,"","",""
"SWMBE12","A7","fivedasc_bliss_total",0.067,-0.144,-0.125,0.835,0.654,0.58,"","",""
"SWMBE12","A7","fivedasc_insight_total",0.052,-0.317,-0.25,0.874,0.316,0.268,"","",""
"SWMBE12","A7","fivedasc_dis_total",0.145,-0.204,-0.156,0.654,0.524,0.489,"","",""
"SWMBE12","A7","fivedasc_imp_total",0.462,0.486,0.344,0.131,0.109,0.128,"","",""
"SWMBE12","A7","fivedasc_anx_total",0.326,0.338,0.219,0.301,0.283,0.332,"","",""
"SWMBE12","A7","fivedasc_cimg_total",0.485,0.349,0.221,0.11,0.266,0.331,"","",""
"SWMBE12","A7","fivedasc_eimg_total",-0.113,-0.257,-0.125,0.728,0.42,0.58,"","",""
"SWMBE12","A7","fivedasc_av_total",-0.195,-0.151,-0.094,0.543,0.639,0.678,"","",""
"SWMBE12","A7","fivedasc_per_total",-0.115,-0.299,-0.281,0.722,0.345,0.213,"","",""
"SWMBE12","A7","boundlessMean",0.048,-0.176,-0.156,0.881,0.584,0.489,"","",""
"SWMBE12","A7","anxiousEgoMean",0.437,0.155,0.188,0.156,0.631,0.406,"","",""
"SWMBE12","A7","visionaryMean",-0.026,-0.254,-0.156,0.936,0.427,0.489,"","",""
"SWMBE12","B30","age",0.652,0.708,0.565,0.022,0.01,0.011,"*","*","*"
"SWMBE12","B30","LED",-0.142,-0.174,-0.118,0.715,0.655,0.67,"","",""
"SWMBE12","B30","severity",0.406,0.41,0.26,0.191,0.186,0.243,"","",""
"SWMBE12","B30","fivedasc_util_total",-0.02,-0.007,0.046,0.952,0.983,0.837,"","",""
"SWMBE12","B30","fivedasc_sprit_total",-0.023,-0.039,-0.015,0.942,0.905,0.945,"","",""
"SWMBE12","B30","fivedasc_bliss_total",0.086,0.161,0.168,0.791,0.617,0.45,"","",""
"SWMBE12","B30","fivedasc_insight_total",-0.036,0.028,0.107,0.913,0.931,0.63,"","",""
"SWMBE12","B30","fivedasc_dis_total",-0.087,-0.112,-0.076,0.789,0.729,0.731,"","",""
"SWMBE12","B30","fivedasc_imp_total",0.157,0.228,0.137,0.627,0.477,0.536,"","",""
"SWMBE12","B30","fivedasc_anx_total",0.07,0.228,0.107,0.828,0.477,0.63,"","",""
"SWMBE12","B30","fivedasc_cimg_total",0.296,0.26,0.185,0.35,0.415,0.408,"","",""
"SWMBE12","B30","fivedasc_eimg_total",-0.055,-0.049,0.015,0.864,0.88,0.945,"","",""
"SWMBE12","B30","fivedasc_av_total",-0.305,-0.263,-0.198,0.335,0.409,0.372,"","",""
"SWMBE12","B30","fivedasc_per_total",-0.23,-0.018,0.076,0.472,0.957,0.731,"","",""
