"measure","tp","est","SE","df","t.value","p.value","sig"
"MTSCFAPC","(Intercept)",100.68,2.07,24.3,48.61,"<0.001","***"
"MTSCFAPC","tp(A7)",-0.29,2.14,30,-0.13,"0.895",""
"MTSCFAPC","tp(B7)",-0.95,2.14,30,-0.45,"0.660",""
"MTSCFAPC","tp(B30)",-0.42,2.14,30,-0.2,"0.845",""
"MTSCFAPC","fivedasc_util_total",-0.05,0.03,24.3,-1.54,"0.137",""
"MTSCFAPC","tp(A7):fivedasc_util_total",0.01,0.03,30,0.15,"0.882",""
"MTSCFAPC","tp(B7):fivedasc_util_total",0.01,0.03,30,0.41,"0.684",""
"MTSCFAPC","tp(B30):fivedasc_util_total",0.01,0.03,30,0.4,"0.696",""
"MTSCFAPC","(Intercept)",101.23,2.25,23.5,44.97,"<0.001","***"
"MTSCFAPC","tp(A7)",-1.13,2.29,30,-0.49,"0.625",""
"MTSCFAPC","tp(B7)",-1.67,2.29,30,-0.73,"0.470",""
"MTSCFAPC","tp(B30)",-1.12,2.29,30,-0.49,"0.628",""
"MTSCFAPC","fivedasc_sprit_total",-0.05,0.03,23.5,-1.66,"0.109",""
"MTSCFAPC","tp(A7):fivedasc_sprit_total",0.02,0.03,30,0.54,"0.590",""
"MTSCFAPC","tp(B7):fivedasc_sprit_total",0.02,0.03,30,0.73,"0.474",""
"MTSCFAPC","tp(B30):fivedasc_sprit_total",0.02,0.03,30,0.7,"0.490",""
"MTSCFAPC","(Intercept)",100.33,1.9,24.2,52.8,"<0.001","***"
"MTSCFAPC","tp(A7)",0.05,1.96,30,0.03,"0.978",""
"MTSCFAPC","tp(B7)",-1.17,1.96,30,-0.6,"0.555",""
"MTSCFAPC","tp(B30)",-0.06,1.96,30,-0.03,"0.975",""
"MTSCFAPC","fivedasc_bliss_total",-0.04,0.03,24.2,-1.51,"0.144",""
"MTSCFAPC","tp(A7):fivedasc_bliss_total",0,0.03,30,-0.03,"0.975",""
"MTSCFAPC","tp(B7):fivedasc_bliss_total",0.02,0.03,30,0.59,"0.561",""
"MTSCFAPC","tp(B30):fivedasc_bliss_total",0.01,0.03,30,0.23,"0.819",""
"MTSCFAPC","(Intercept)",100.91,2.36,23.5,42.75,"<0.001","***"
"MTSCFAPC","tp(A7)",-0.4,2.4,30,-0.17,"0.868",""
"MTSCFAPC","tp(B7)",-0.98,2.4,30,-0.41,"0.687",""
"MTSCFAPC","tp(B30)",-0.92,2.4,30,-0.38,"0.704",""
"MTSCFAPC","fivedasc_insight_total",-0.05,0.03,23.5,-1.42,"0.168",""
"MTSCFAPC","tp(A7):fivedasc_insight_total",0.01,0.03,30,0.18,"0.856",""
"MTSCFAPC","tp(B7):fivedasc_insight_total",0.01,0.03,30,0.37,"0.715",""
"MTSCFAPC","tp(B30):fivedasc_insight_total",0.02,0.03,30,0.57,"0.572",""
"MTSCFAPC","(Intercept)",101.87,1.93,25.5,52.81,"<0.001","***"
"MTSCFAPC","tp(A7)",-1.98,2.05,30,-0.96,"0.342",""
"MTSCFAPC","tp(B7)",-1.05,2.05,30,-0.51,"0.613",""
"MTSCFAPC","tp(B30)",-1.69,2.05,30,-0.83,"0.415",""
"MTSCFAPC","fivedasc_dis_total",-0.09,0.04,25.5,-2.36,"0.026","*"
"MTSCFAPC","tp(A7):fivedasc_dis_total",0.04,0.04,30,1.09,"0.286",""
"MTSCFAPC","tp(B7):fivedasc_dis_total",0.02,0.04,30,0.48,"0.631",""
"MTSCFAPC","tp(B30):fivedasc_dis_total",0.04,0.04,30,1.11,"0.274",""
"MTSCFAPC","(Intercept)",95.5,1.83,22.2,52.22,"<0.001","***"
"MTSCFAPC","tp(A7)",0.37,1.8,30,0.2,"0.840",""
"MTSCFAPC","tp(B7)",1.23,1.8,30,0.68,"0.501",""
"MTSCFAPC","tp(B30)",2.05,1.8,30,1.14,"0.264",""
"MTSCFAPC","fivedasc_imp_total",0.11,0.08,22.2,1.5,"0.148",""
"MTSCFAPC","tp(A7):fivedasc_imp_total",-0.02,0.07,30,-0.24,"0.813",""
"MTSCFAPC","tp(B7):fivedasc_imp_total",-0.07,0.07,30,-0.91,"0.370",""
"MTSCFAPC","tp(B30):fivedasc_imp_total",-0.08,0.07,30,-1.12,"0.271",""
"MTSCFAPC","(Intercept)",96.15,1.61,21.5,59.9,"<0.001","***"
"MTSCFAPC","tp(A7)",0.54,1.55,30,0.35,"0.730",""
"MTSCFAPC","tp(B7)",0.95,1.55,30,0.61,"0.544",""
"MTSCFAPC","tp(B30)",1.94,1.55,30,1.25,"0.220",""
"MTSCFAPC","fivedasc_anx_total",0.08,0.06,21.5,1.32,"0.200",""
"MTSCFAPC","tp(A7):fivedasc_anx_total",-0.03,0.06,30,-0.44,"0.664",""
"MTSCFAPC","tp(B7):fivedasc_anx_total",-0.05,0.06,30,-0.91,"0.371",""
"MTSCFAPC","tp(B30):fivedasc_anx_total",-0.08,0.06,30,-1.31,"0.201",""
"MTSCFAPC","(Intercept)",94.59,3.31,20.1,28.55,"<0.001","***"
"MTSCFAPC","tp(A7)",3.3,3.06,30,1.08,"0.288",""
"MTSCFAPC","tp(B7)",1.19,3.06,30,0.39,"0.699",""
"MTSCFAPC","tp(B30)",5.89,3.06,30,1.93,"0.064",""
"MTSCFAPC","fivedasc_cimg_total",0.06,0.06,20.1,1.03,"0.317",""
"MTSCFAPC","tp(A7):fivedasc_cimg_total",-0.06,0.05,30,-1.13,"0.266",""
"MTSCFAPC","tp(B7):fivedasc_cimg_total",-0.02,0.05,30,-0.47,"0.644",""
"MTSCFAPC","tp(B30):fivedasc_cimg_total",-0.1,0.05,30,-1.9,"0.067",""
"MTSCFAPC","(Intercept)",98.16,2.71,21.5,36.17,"<0.001","***"
"MTSCFAPC","tp(A7)",2.72,2.62,30,1.04,"0.307",""
"MTSCFAPC","tp(B7)",0.53,2.62,30,0.2,"0.840",""
"MTSCFAPC","tp(B30)",3.59,2.62,30,1.37,"0.180",""
"MTSCFAPC","fivedasc_eimg_total",0,0.04,21.5,-0.13,"0.898",""
"MTSCFAPC","tp(A7):fivedasc_eimg_total",-0.04,0.04,30,-1.11,"0.275",""
"MTSCFAPC","tp(B7):fivedasc_eimg_total",-0.01,0.04,30,-0.29,"0.777",""
"MTSCFAPC","tp(B30):fivedasc_eimg_total",-0.05,0.04,30,-1.33,"0.193",""
"MTSCFAPC","(Intercept)",99.58,2.59,23.1,38.4,"<0.001","***"
"MTSCFAPC","tp(A7)",2.05,2.61,30,0.79,"0.438",""
"MTSCFAPC","tp(B7)",-0.12,2.61,30,-0.04,"0.965",""
"MTSCFAPC","tp(B30)",3.65,2.61,30,1.4,"0.172",""
"MTSCFAPC","fivedasc_av_total",-0.03,0.04,23.1,-0.72,"0.479",""
"MTSCFAPC","tp(A7):fivedasc_av_total",-0.03,0.04,30,-0.84,"0.407",""
"MTSCFAPC","tp(B7):fivedasc_av_total",0,0.04,30,-0.02,"0.984",""
"MTSCFAPC","tp(B30):fivedasc_av_total",-0.05,0.04,30,-1.36,"0.184",""
"MTSCFAPC","(Intercept)",100.14,1.87,26.4,53.44,"<0.001","***"
"MTSCFAPC","tp(A7)",0.8,2.03,30,0.4,"0.695",""
"MTSCFAPC","tp(B7)",0.19,2.03,30,0.09,"0.926",""
"MTSCFAPC","tp(B30)",0.85,2.03,30,0.42,"0.677",""
"MTSCFAPC","fivedasc_per_total",-0.05,0.04,26.4,-1.4,"0.173",""
"MTSCFAPC","tp(A7):fivedasc_per_total",-0.02,0.04,30,-0.45,"0.656",""
"MTSCFAPC","tp(B7):fivedasc_per_total",-0.01,0.04,30,-0.2,"0.842",""
"MTSCFAPC","tp(B30):fivedasc_per_total",-0.01,0.04,30,-0.29,"0.773",""
"MTSPS82","(Intercept)",1866.02,476.49,33,3.92,"<0.001","***"
"MTSPS82","tp(A7)",0.6,577.3,30,0,"0.999",""
"MTSPS82","tp(B7)",294.61,577.3,30,0.51,"0.614",""
"MTSPS82","tp(B30)",-5.89,577.3,30,-0.01,"0.992",""
"MTSPS82","fivedasc_util_total",6.28,7.58,33,0.83,"0.413",""
"MTSPS82","tp(A7):fivedasc_util_total",-0.77,9.18,30,-0.08,"0.933",""
"MTSPS82","tp(B7):fivedasc_util_total",-6.47,9.18,30,-0.71,"0.486",""
"MTSPS82","tp(B30):fivedasc_util_total",-0.95,9.18,30,-0.1,"0.918",""
"MTSPS82","(Intercept)",1865.67,503.42,34.4,3.71,"<0.001","***"
"MTSPS82","tp(A7)",-186.13,623.4,30,-0.3,"0.767",""
"MTSPS82","tp(B7)",71.42,623.4,30,0.11,"0.910",""
"MTSPS82","tp(B30)",-201.56,623.4,30,-0.32,"0.749",""
"MTSPS82","fivedasc_sprit_total",5.5,7.13,34.4,0.77,"0.446",""
"MTSPS82","tp(A7):fivedasc_sprit_total",2.24,8.83,30,0.25,"0.802",""
"MTSPS82","tp(B7):fivedasc_sprit_total",-2.19,8.83,30,-0.25,"0.806",""
"MTSPS82","tp(B30):fivedasc_sprit_total",2.22,8.83,30,0.25,"0.803",""
"MTSPS82","(Intercept)",1862.25,436.37,33.4,4.27,"<0.001","***"
"MTSPS82","tp(A7)",10.96,531.72,30,0.02,"0.984",""
"MTSPS82","tp(B7)",252.5,531.72,30,0.47,"0.638",""
"MTSPS82","tp(B30)",2.39,531.72,30,0,"0.996",""
"MTSPS82","fivedasc_bliss_total",6.25,6.68,33.4,0.94,"0.356",""
"MTSPS82","tp(A7):fivedasc_bliss_total",-0.94,8.14,30,-0.12,"0.908",""
"MTSPS82","tp(B7):fivedasc_bliss_total",-5.64,8.14,30,-0.69,"0.494",""
"MTSPS82","tp(B30):fivedasc_bliss_total",-1.08,8.14,30,-0.13,"0.895",""
"MTSPS82","(Intercept)",1950.61,511.04,34.5,3.82,"<0.001","***"
"MTSPS82","tp(A7)",-636.42,634.04,30,-1,"0.324",""
"MTSPS82","tp(B7)",62,634.04,30,0.1,"0.923",""
"MTSPS82","tp(B30)",-428.84,634.04,30,-0.68,"0.504",""
"MTSPS82","fivedasc_insight_total",4.25,7.43,34.5,0.57,"0.571",""
"MTSPS82","tp(A7):fivedasc_insight_total",9.43,9.22,30,1.02,"0.315",""
"MTSPS82","tp(B7):fivedasc_insight_total",-2.08,9.22,30,-0.23,"0.823",""
"MTSPS82","tp(B30):fivedasc_insight_total",5.87,9.22,30,0.64,"0.529",""
"MTSPS82","(Intercept)",2043.17,447.2,34,4.57,"<0.001","***"
"MTSPS82","tp(A7)",-499.93,550.12,30,-0.91,"0.371",""
"MTSPS82","tp(B7)",49.27,550.12,30,0.09,"0.929",""
"MTSPS82","tp(B30)",-537.58,550.12,30,-0.98,"0.336",""
"MTSPS82","fivedasc_dis_total",3.74,8.47,34,0.44,"0.662",""
"MTSPS82","tp(A7):fivedasc_dis_total",9.75,10.42,30,0.94,"0.357",""
"MTSPS82","tp(B7):fivedasc_dis_total",-2.52,10.42,30,-0.24,"0.811",""
"MTSPS82","tp(B30):fivedasc_dis_total",10.2,10.42,30,0.98,"0.335",""
"MTSPS82","(Intercept)",2289.19,409.61,31.7,5.59,"<0.001","***"
"MTSPS82","tp(A7)",324.36,486.26,30,0.67,"0.510",""
"MTSPS82","tp(B7)",-245.61,486.26,30,-0.51,"0.617",""
"MTSPS82","tp(B30)",-109.49,486.26,30,-0.23,"0.823",""
"MTSPS82","fivedasc_imp_total",-3.42,16.85,31.7,-0.2,"0.840",""
"MTSPS82","tp(A7):fivedasc_imp_total",-17.74,20,30,-0.89,"0.382",""
"MTSPS82","tp(B7):fivedasc_imp_total",8.54,20,30,0.43,"0.672",""
"MTSPS82","tp(B30):fivedasc_imp_total",2.43,20,30,0.12,"0.904",""
"MTSPS82","(Intercept)",2285.32,345.22,30.5,6.62,"<0.001","***"
"MTSPS82","tp(A7)",223.54,401.71,30,0.56,"0.582",""
"MTSPS82","tp(B7)",-437.59,401.71,30,-1.09,"0.285",""
"MTSPS82","tp(B30)",124.84,401.71,30,0.31,"0.758",""
"MTSPS82","fivedasc_anx_total",-3.2,13.09,30.5,-0.24,"0.808",""
"MTSPS82","tp(A7):fivedasc_anx_total",-12.73,15.23,30,-0.84,"0.410",""
"MTSPS82","tp(B7):fivedasc_anx_total",17.63,15.23,30,1.16,"0.256",""
"MTSPS82","tp(B30):fivedasc_anx_total",-8.8,15.23,30,-0.58,"0.568",""
"MTSPS82","(Intercept)",1953.4,706.43,29.9,2.77,"0.010","**"
"MTSPS82","tp(A7)",947,814.59,30,1.16,"0.254",""
"MTSPS82","tp(B7)",-672.33,814.59,30,-0.83,"0.416",""
"MTSPS82","tp(B30)",704.43,814.59,30,0.86,"0.394",""
"MTSPS82","fivedasc_cimg_total",4.63,11.79,29.9,0.39,"0.697",""
"MTSPS82","tp(A7):fivedasc_cimg_total",-17.3,13.59,30,-1.27,"0.213",""
"MTSPS82","tp(B7):fivedasc_cimg_total",10.55,13.59,30,0.78,"0.444",""
"MTSPS82","tp(B30):fivedasc_cimg_total",-13.34,13.59,30,-0.98,"0.334",""
"MTSPS82","(Intercept)",2048.67,601.56,31.1,3.41,"0.002","**"
"MTSPS82","tp(A7)",-180.47,707.39,30,-0.26,"0.800",""
"MTSPS82","tp(B7)",787.5,707.39,30,1.11,"0.274",""
"MTSPS82","tp(B30)",156.24,707.39,30,0.22,"0.827",""
"MTSPS82","fivedasc_eimg_total",2.46,8.16,31.1,0.3,"0.765",""
"MTSPS82","tp(A7):fivedasc_eimg_total",2,9.6,30,0.21,"0.836",""
"MTSPS82","tp(B7):fivedasc_eimg_total",-12.44,9.6,30,-1.3,"0.205",""
"MTSPS82","tp(B30):fivedasc_eimg_total",-3.13,9.6,30,-0.33,"0.747",""
"MTSPS82","(Intercept)",2034.78,591.73,32.7,3.44,"0.002","**"
"MTSPS82","tp(A7)",693.1,714.17,30,0.97,"0.340",""
"MTSPS82","tp(B7)",838.84,714.17,30,1.17,"0.249",""
"MTSPS82","tp(B30)",531.78,714.17,30,0.74,"0.462",""
"MTSPS82","fivedasc_av_total",2.95,8.87,32.7,0.33,"0.742",""
"MTSPS82","tp(A7):fivedasc_av_total",-11.81,10.71,30,-1.1,"0.279",""
"MTSPS82","tp(B7):fivedasc_av_total",-14.57,10.71,30,-1.36,"0.184",""
"MTSPS82","tp(B30):fivedasc_av_total",-9.49,10.71,30,-0.89,"0.383",""
"MTSPS82","(Intercept)",2099.43,457.27,32.1,4.59,"<0.001","***"
"MTSPS82","tp(A7)",-72.1,546.41,30,-0.13,"0.896",""
"MTSPS82","tp(B7)",212.75,546.41,30,0.39,"0.700",""
"MTSPS82","tp(B30)",-37.73,546.41,30,-0.07,"0.945",""
"MTSPS82","fivedasc_per_total",2.65,8.96,32.1,0.3,"0.769",""
"MTSPS82","tp(A7):fivedasc_per_total",0.65,10.71,30,0.06,"0.952",""
"MTSPS82","tp(B7):fivedasc_per_total",-6.28,10.71,30,-0.59,"0.562",""
"MTSPS82","tp(B30):fivedasc_per_total",-0.48,10.71,30,-0.04,"0.965",""
"MTSRCAMD","(Intercept)",2318.47,379.69,13.1,6.11,"<0.001","***"
"MTSRCAMD","tp(A7)",-354.99,223.69,30,-1.59,"0.123",""
"MTSRCAMD","tp(B7)",-366.95,223.69,30,-1.64,"0.111",""
"MTSRCAMD","tp(B30)",-457.31,223.69,30,-2.04,"0.050","*"
"MTSRCAMD","fivedasc_util_total",5.14,6.04,13.1,0.85,"0.410",""
"MTSRCAMD","tp(A7):fivedasc_util_total",5.13,3.56,30,1.44,"0.159",""
"MTSRCAMD","tp(B7):fivedasc_util_total",1.22,3.56,30,0.34,"0.734",""
"MTSRCAMD","tp(B30):fivedasc_util_total",2.26,3.56,30,0.64,"0.529",""
"MTSRCAMD","(Intercept)",2223.13,389.42,13.4,5.71,"<0.001","***"
"MTSRCAMD","tp(A7)",-437.95,236.68,30,-1.85,"0.074",""
"MTSRCAMD","tp(B7)",-411.73,236.68,30,-1.74,"0.092",""
"MTSRCAMD","tp(B30)",-563.92,236.68,30,-2.38,"0.024","*"
"MTSRCAMD","fivedasc_sprit_total",5.99,5.52,13.4,1.09,"0.297",""
"MTSRCAMD","tp(A7):fivedasc_sprit_total",5.79,3.35,30,1.73,"0.094",""
"MTSRCAMD","tp(B7):fivedasc_sprit_total",1.77,3.35,30,0.53,"0.602",""
"MTSRCAMD","tp(B30):fivedasc_sprit_total",3.65,3.35,30,1.09,"0.285",""
"MTSRCAMD","(Intercept)",2303.58,335.07,13.3,6.87,"<0.001","***"
"MTSRCAMD","tp(A7)",-400.04,200.97,30,-1.99,"0.056",""
"MTSRCAMD","tp(B7)",-393.69,200.97,30,-1.96,"0.059",""
"MTSRCAMD","tp(B30)",-496.38,200.97,30,-2.47,"0.019","*"
"MTSRCAMD","fivedasc_bliss_total",5.33,5.13,13.3,1.04,"0.317",""
"MTSRCAMD","tp(A7):fivedasc_bliss_total",5.85,3.08,30,1.9,"0.067",""
"MTSRCAMD","tp(B7):fivedasc_bliss_total",1.67,3.08,30,0.54,"0.591",""
"MTSRCAMD","tp(B30):fivedasc_bliss_total",2.92,3.08,30,0.95,"0.351",""
"MTSRCAMD","(Intercept)",2169.2,401.55,13.6,5.4,"<0.001","***"
"MTSRCAMD","tp(A7)",-360.75,251.46,30,-1.43,"0.162",""
"MTSRCAMD","tp(B7)",-470.7,251.46,30,-1.87,"0.071",""
"MTSRCAMD","tp(B30)",-620.41,251.46,30,-2.47,"0.020","*"
"MTSRCAMD","fivedasc_insight_total",6.96,5.84,13.6,1.19,"0.254",""
"MTSRCAMD","tp(A7):fivedasc_insight_total",4.67,3.66,30,1.28,"0.212",""
"MTSRCAMD","tp(B7):fivedasc_insight_total",2.73,3.66,30,0.75,"0.461",""
"MTSRCAMD","tp(B30):fivedasc_insight_total",4.61,3.66,30,1.26,"0.217",""
"MTSRCAMD","(Intercept)",2214.48,366.67,13.1,6.04,"<0.001","***"
"MTSRCAMD","tp(A7)",-193.89,216.11,30,-0.9,"0.377",""
"MTSRCAMD","tp(B7)",-158.02,216.11,30,-0.73,"0.470",""
"MTSRCAMD","tp(B30)",-501.12,216.11,30,-2.32,"0.027","*"
"MTSRCAMD","fivedasc_dis_total",8.37,6.94,13.1,1.21,"0.249",""
"MTSRCAMD","tp(A7):fivedasc_dis_total",2.71,4.09,30,0.66,"0.513",""
"MTSRCAMD","tp(B7):fivedasc_dis_total",-3,4.09,30,-0.73,"0.470",""
"MTSRCAMD","tp(B30):fivedasc_dis_total",3.64,4.09,30,0.89,"0.380",""
"MTSRCAMD","(Intercept)",2454.12,348.77,12.6,7.04,"<0.001","***"
"MTSRCAMD","tp(A7)",184.49,189.4,30,0.97,"0.338",""
"MTSRCAMD","tp(B7)",-46.78,189.4,30,-0.25,"0.807",""
"MTSRCAMD","tp(B30)",-139.68,189.4,30,-0.74,"0.467",""
"MTSRCAMD","fivedasc_imp_total",7.39,14.35,12.6,0.52,"0.615",""
"MTSRCAMD","tp(A7):fivedasc_imp_total",-12.14,7.79,30,-1.56,"0.130",""
"MTSRCAMD","tp(B7):fivedasc_imp_total",-12.16,7.79,30,-1.56,"0.129",""
"MTSRCAMD","tp(B30):fivedasc_imp_total",-9.21,7.79,30,-1.18,"0.247",""
"MTSRCAMD","(Intercept)",2563.76,302.08,12.8,8.49,"<0.001","***"
"MTSRCAMD","tp(A7)",-10.2,170.57,30,-0.06,"0.953",""
"MTSRCAMD","tp(B7)",-240.67,170.57,30,-1.41,"0.169",""
"MTSRCAMD","tp(B30)",-240.63,170.57,30,-1.41,"0.169",""
"MTSRCAMD","fivedasc_anx_total",2.07,11.46,12.8,0.18,"0.859",""
"MTSRCAMD","tp(A7):fivedasc_anx_total",-2.71,6.47,30,-0.42,"0.679",""
"MTSRCAMD","tp(B7):fivedasc_anx_total",-2.77,6.47,30,-0.43,"0.672",""
"MTSRCAMD","tp(B30):fivedasc_anx_total",-4.28,6.47,30,-0.66,"0.513",""
"MTSRCAMD","(Intercept)",2399.43,607.28,12.9,3.95,"0.002","**"
"MTSRCAMD","tp(A7)",-330.91,344.87,30,-0.96,"0.345",""
"MTSRCAMD","tp(B7)",-517.44,344.87,30,-1.5,"0.144",""
"MTSRCAMD","tp(B30)",-320.55,344.87,30,-0.93,"0.360",""
"MTSRCAMD","fivedasc_cimg_total",3.63,10.13,12.9,0.36,"0.726",""
"MTSRCAMD","tp(A7):fivedasc_cimg_total",4.61,5.75,30,0.8,"0.429",""
"MTSRCAMD","tp(B7):fivedasc_cimg_total",3.83,5.75,30,0.66,"0.511",""
"MTSRCAMD","tp(B30):fivedasc_cimg_total",-0.17,5.75,30,-0.03,"0.977",""
"MTSRCAMD","(Intercept)",2758.83,515.73,12.8,5.35,"<0.001","***"
"MTSRCAMD","tp(A7)",-162.36,291.34,30,-0.56,"0.581",""
"MTSRCAMD","tp(B7)",-475.14,291.34,30,-1.63,"0.113",""
"MTSRCAMD","tp(B30)",-464.07,291.34,30,-1.59,"0.122",""
"MTSRCAMD","fivedasc_eimg_total",-2.2,7,12.8,-0.31,"0.758",""
"MTSRCAMD","tp(A7):fivedasc_eimg_total",1.39,3.95,30,0.35,"0.728",""
"MTSRCAMD","tp(B7):fivedasc_eimg_total",2.57,3.95,30,0.65,"0.521",""
"MTSRCAMD","tp(B30):fivedasc_eimg_total",1.94,3.95,30,0.49,"0.627",""
"MTSRCAMD","(Intercept)",2974.89,504.1,13,5.9,"<0.001","***"
"MTSRCAMD","tp(A7)",-140.43,291.7,30,-0.48,"0.634",""
"MTSRCAMD","tp(B7)",-415.14,291.7,30,-1.42,"0.165",""
"MTSRCAMD","tp(B30)",-282.94,291.7,30,-0.97,"0.340",""
"MTSRCAMD","fivedasc_av_total",-5.9,7.56,13,-0.78,"0.449",""
"MTSRCAMD","tp(A7):fivedasc_av_total",1.18,4.38,30,0.27,"0.789",""
"MTSRCAMD","tp(B7):fivedasc_av_total",1.87,4.38,30,0.43,"0.672",""
"MTSRCAMD","tp(B30):fivedasc_av_total",-0.76,4.38,30,-0.17,"0.863",""
"MTSRCAMD","(Intercept)",2503.2,383.35,12.9,6.53,"<0.001","***"
"MTSRCAMD","tp(A7)",-120.62,218.63,30,-0.55,"0.585",""
"MTSRCAMD","tp(B7)",-275.11,218.63,30,-1.26,"0.218",""
"MTSRCAMD","tp(B30)",-350.51,218.63,30,-1.6,"0.119",""
"MTSRCAMD","fivedasc_per_total",2.32,7.51,12.9,0.31,"0.763",""
"MTSRCAMD","tp(A7):fivedasc_per_total",1.2,4.29,30,0.28,"0.781",""
"MTSRCAMD","tp(B7):fivedasc_per_total",-0.52,4.29,30,-0.12,"0.904",""
"MTSRCAMD","tp(B30):fivedasc_per_total",0.45,4.29,30,0.11,"0.917",""
"MTSRFAMD","(Intercept)",2337.67,381.18,13.3,6.13,"<0.001","***"
"MTSRFAMD","tp(A7)",-371.78,228.58,30,-1.63,"0.114",""
"MTSRFAMD","tp(B7)",-348.92,228.58,30,-1.53,"0.137",""
"MTSRFAMD","tp(B30)",-476.51,228.58,30,-2.08,"0.046","*"
"MTSRFAMD","fivedasc_util_total",4.47,6.06,13.3,0.74,"0.474",""
"MTSRFAMD","tp(A7):fivedasc_util_total",5.69,3.63,30,1.56,"0.128",""
"MTSRFAMD","tp(B7):fivedasc_util_total",0.74,3.63,30,0.2,"0.840",""
"MTSRFAMD","tp(B30):fivedasc_util_total",2.94,3.63,30,0.81,"0.426",""
"MTSRFAMD","(Intercept)",2251.08,391.69,13.5,5.75,"<0.001","***"
"MTSRFAMD","tp(A7)",-464.84,241.02,30,-1.93,"0.063",""
"MTSRFAMD","tp(B7)",-406.02,241.02,30,-1.68,"0.102",""
"MTSRFAMD","tp(B30)",-591.86,241.02,30,-2.46,"0.020","*"
"MTSRFAMD","fivedasc_sprit_total",5.27,5.55,13.5,0.95,"0.359",""
"MTSRFAMD","tp(A7):fivedasc_sprit_total",6.43,3.41,30,1.88,"0.069",""
"MTSRFAMD","tp(B7):fivedasc_sprit_total",1.54,3.41,30,0.45,"0.655",""
"MTSRFAMD","tp(B30):fivedasc_sprit_total",4.37,3.41,30,1.28,"0.210",""
"MTSRFAMD","(Intercept)",2315.55,336.81,13.4,6.87,"<0.001","***"
"MTSRFAMD","tp(A7)",-410,205.47,30,-2,"0.055",""
"MTSRFAMD","tp(B7)",-382.99,205.47,30,-1.86,"0.072",""
"MTSRFAMD","tp(B30)",-508.35,205.47,30,-2.47,"0.019","*"
"MTSRFAMD","fivedasc_bliss_total",4.79,5.15,13.4,0.93,"0.369",""
"MTSRFAMD","tp(A7):fivedasc_bliss_total",6.27,3.14,30,2,"0.055",""
"MTSRFAMD","tp(B7):fivedasc_bliss_total",1.33,3.14,30,0.42,"0.675",""
"MTSRFAMD","tp(B30):fivedasc_bliss_total",3.45,3.14,30,1.1,"0.281",""
"MTSRFAMD","(Intercept)",2199.22,404.56,13.7,5.44,"<0.001","***"
"MTSRFAMD","tp(A7)",-390.5,256.71,30,-1.52,"0.139",""
"MTSRFAMD","tp(B7)",-458.96,256.71,30,-1.79,"0.084",""
"MTSRFAMD","tp(B30)",-650.43,256.71,30,-2.53,"0.017","*"
"MTSRFAMD","fivedasc_insight_total",6.19,5.88,13.7,1.05,"0.311",""
"MTSRFAMD","tp(A7):fivedasc_insight_total",5.37,3.73,30,1.44,"0.161",""
"MTSRFAMD","tp(B7):fivedasc_insight_total",2.41,3.73,30,0.65,"0.524",""
"MTSRFAMD","tp(B30):fivedasc_insight_total",5.38,3.73,30,1.44,"0.160",""
"MTSRFAMD","(Intercept)",2242.35,368.3,13.1,6.09,"<0.001","***"
"MTSRFAMD","tp(A7)",-221.35,217.87,30,-1.02,"0.318",""
"MTSRFAMD","tp(B7)",-142.65,217.87,30,-0.65,"0.518",""
"MTSRFAMD","tp(B30)",-528.98,217.87,30,-2.43,"0.021","*"
"MTSRFAMD","fivedasc_dis_total",7.38,6.97,13.1,1.06,"0.309",""
"MTSRFAMD","tp(A7):fivedasc_dis_total",3.6,4.13,30,0.87,"0.390",""
"MTSRFAMD","tp(B7):fivedasc_dis_total",-3.51,4.13,30,-0.85,"0.402",""
"MTSRFAMD","tp(B30):fivedasc_dis_total",4.63,4.13,30,1.12,"0.270",""
"MTSRFAMD","(Intercept)",2403.11,347.46,12.8,6.92,"<0.001","***"
"MTSRFAMD","tp(A7)",224.8,195.01,30,1.15,"0.258",""
"MTSRFAMD","tp(B7)",-61.34,195.01,30,-0.31,"0.755",""
"MTSRFAMD","tp(B30)",-88.67,195.01,30,-0.45,"0.653",""
"MTSRFAMD","fivedasc_imp_total",8.96,14.29,12.8,0.63,"0.542",""
"MTSRFAMD","tp(A7):fivedasc_imp_total",-13.4,8.02,30,-1.67,"0.105",""
"MTSRFAMD","tp(B7):fivedasc_imp_total",-11.88,8.02,30,-1.48,"0.149",""
"MTSRFAMD","tp(B30):fivedasc_imp_total",-10.78,8.02,30,-1.34,"0.189",""
"MTSRFAMD","(Intercept)",2516.65,300.88,13,8.36,"<0.001","***"
"MTSRFAMD","tp(A7)",29.72,175.18,30,0.17,"0.866",""
"MTSRFAMD","tp(B7)",-260.91,175.18,30,-1.49,"0.147",""
"MTSRFAMD","tp(B30)",-193.52,175.18,30,-1.1,"0.278",""
"MTSRFAMD","fivedasc_anx_total",3.44,11.41,13,0.3,"0.768",""
"MTSRFAMD","tp(A7):fivedasc_anx_total",-3.93,6.64,30,-0.59,"0.558",""
"MTSRFAMD","tp(B7):fivedasc_anx_total",-2.21,6.64,30,-0.33,"0.741",""
"MTSRFAMD","tp(B30):fivedasc_anx_total",-5.65,6.64,30,-0.85,"0.402",""
"MTSRFAMD","(Intercept)",2310.92,604.33,13.2,3.82,"0.002","**"
"MTSRFAMD","tp(A7)",-246.23,357.73,30,-0.69,"0.497",""
