"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"HAMA","B7","fivedasc_util_total",0.059,0.141,0.078,0.855,0.663,0.73,"","",""
"HAMA","B7","fivedasc_sprit_total",0.145,0.158,0.109,0.652,0.623,0.629,"","",""
"HAMA","B7","fivedasc_bliss_total",-0.008,0.074,0.016,0.98,0.82,0.945,"","",""
"HAMA","B7","fivedasc_insight_total",0.258,0.112,0.047,0.419,0.728,0.836,"","",""
"HAMA","B7","fivedasc_dis_total",0.178,0.239,0.109,0.58,0.454,0.629,"","",""
"HAMA","B7","fivedasc_imp_total",-0.033,-0.028,-0.047,0.918,0.931,0.836,"","",""
"HAMA","B7","fivedasc_anx_total",0.2,0.07,-0.016,0.532,0.828,0.945,"","",""
"HAMA","B7","fivedasc_cimg_total",0.341,0.273,0.156,0.278,0.391,0.489,"","",""
"HAMA","B7","fivedasc_eimg_total",0.471,0.425,0.264,0.123,0.168,0.24,"","",""
"HAMA","B7","fivedasc_av_total",0.139,0.112,0.016,0.666,0.728,0.945,"","",""
"HAMA","B7","fivedasc_per_total",-0.148,-0.13,-0.14,0.646,0.687,0.534,"","",""
"HAMA","B7","boundlessMean",0.112,0.13,0.047,0.729,0.687,0.836,"","",""
"HAMA","B7","anxiousEgoMean",0.212,0.063,0.078,0.508,0.845,0.73,"","",""
"HAMA","B7","visionaryMean",0.27,0.179,0.14,0.396,0.577,0.534,"","",""
"HAMA","bsl","age",-0.053,-0.163,-0.11,0.869,0.614,0.627,"","",""
"HAMA","bsl","LED",-0.072,-0.3,-0.212,0.854,0.432,0.449,"","",""
"HAMA","bsl","severity",-0.388,-0.184,-0.173,0.213,0.568,0.445,"","",""
"HAMA","bsl","fivedasc_util_total",-0.007,-0.011,0.016,0.983,0.974,0.945,"","",""
"HAMA","bsl","fivedasc_sprit_total",0.082,-0.018,0.016,0.801,0.957,0.945,"","",""
"HAMA","bsl","fivedasc_bliss_total",-0.066,0.021,0.016,0.838,0.948,0.945,"","",""
"HAMA","bsl","fivedasc_insight_total",0.184,0.007,0.079,0.567,0.983,0.728,"","",""
"HAMA","bsl","fivedasc_dis_total",0.01,0.046,0.047,0.976,0.887,0.835,"","",""
"HAMA","bsl","fivedasc_imp_total",-0.051,-0.007,0.016,0.875,0.983,0.945,"","",""
"HAMA","bsl","fivedasc_anx_total",0.402,0.212,0.205,0.195,0.508,0.366,"","",""
"HAMA","bsl","fivedasc_cimg_total",0.461,0.322,0.286,0.132,0.307,0.21,"","",""
"HAMA","bsl","fivedasc_eimg_total",0.11,0.014,-0.047,0.734,0.965,0.835,"","",""
"HAMA","bsl","fivedasc_av_total",-0.086,-0.198,-0.142,0.79,0.538,0.532,"","",""
"HAMA","bsl","fivedasc_per_total",-0.114,-0.141,-0.047,0.725,0.661,0.835,"","",""
"HAMA","bsl","boundlessMean",0.045,0.004,0.047,0.889,0.991,0.835,"","",""
"HAMA","bsl","anxiousEgoMean",0.18,0.138,0.11,0.575,0.669,0.627,"","",""
"HAMA","bsl","visionaryMean",0.094,0.071,0.047,0.772,0.827,0.835,"","",""
"MADRS","A7","age",0.25,0.028,0,0.433,0.931,1,"","",""
"MADRS","A7","LED",0.442,0.371,0.319,0.234,0.325,0.244,"","",""
"MADRS","A7","severity",-0.128,-0.039,0.031,0.691,0.905,0.89,"","",""
"MADRS","A7","fivedasc_util_total",-0.005,0.151,0.092,0.987,0.64,0.679,"","",""
"MADRS","A7","fivedasc_sprit_total",0.049,0.116,0.092,0.88,0.72,0.679,"","",""
"MADRS","A7","fivedasc_bliss_total",-0.018,0.091,0.092,0.956,0.778,0.679,"","",""
"MADRS","A7","fivedasc_insight_total",0.211,0.046,0,0.51,0.888,1,"","",""
"MADRS","A7","fivedasc_dis_total",0.049,0.105,0.092,0.881,0.745,0.679,"","",""
"MADRS","A7","fivedasc_imp_total",0.313,0.175,0.123,0.322,0.585,0.582,"","",""
"MADRS","A7","fivedasc_anx_total",0.572,0.432,0.277,0.052,0.161,0.215,"","",""
"MADRS","A7","fivedasc_cimg_total",0.139,0.179,0.109,0.666,0.577,0.629,"","",""
"MADRS","A7","fivedasc_eimg_total",0.345,0.354,0.246,0.273,0.258,0.27,"","",""
"MADRS","A7","fivedasc_av_total",-0.054,0.077,0,0.868,0.812,1,"","",""
"MADRS","A7","fivedasc_per_total",-0.257,-0.06,-0.062,0.42,0.854,0.783,"","",""
"MADRS","A7","boundlessMean",0.057,0.081,0.062,0.86,0.803,0.783,"","",""
"MADRS","A7","anxiousEgoMean",0.428,0.449,0.369,0.165,0.143,0.098,"","",""
"MADRS","A7","visionaryMean",0.06,0.172,-0.031,0.854,0.593,0.89,"","",""
"MADRS","B30","age",-0.34,-0.456,-0.369,0.28,0.136,0.098,"","",""
"MADRS","B30","LED",0.515,0.438,0.358,0.156,0.238,0.199,"","",""
"MADRS","B30","severity",-0.194,-0.144,-0.092,0.545,0.656,0.679,"","",""
"MADRS","B30","fivedasc_util_total",0.329,0.211,0.154,0.296,0.511,0.491,"","",""
"MADRS","B30","fivedasc_sprit_total",0.418,0.207,0.154,0.177,0.519,0.491,"","",""
"MADRS","B30","fivedasc_bliss_total",0.237,0.147,0.092,0.459,0.648,0.679,"","",""
"MADRS","B30","fivedasc_insight_total",0.449,0.067,0.062,0.143,0.837,0.783,"","",""
"MADRS","B30","fivedasc_dis_total",0.264,0.123,0.092,0.408,0.704,0.679,"","",""
"MADRS","B30","fivedasc_imp_total",0.369,0.326,0.246,0.237,0.301,0.27,"","",""
"MADRS","B30","fivedasc_anx_total",0.423,0.358,0.277,0.171,0.253,0.215,"","",""
"MADRS","B30","fivedasc_cimg_total",0.503,0.446,0.295,0.095,0.146,0.189,"","",""
"MADRS","B30","fivedasc_eimg_total",0.137,0.232,0.185,0.67,0.469,0.408,"","",""
"MADRS","B30","fivedasc_av_total",0.187,0.161,0.092,0.561,0.616,0.679,"","",""
"MADRS","B30","fivedasc_per_total",0.003,-0.119,-0.062,0.994,0.712,0.783,"","",""
"MADRS","B30","boundlessMean",0.363,0.189,0.123,0.246,0.555,0.582,"","",""
"MADRS","B30","anxiousEgoMean",0.535,0.365,0.246,0.073,0.243,0.27,"","",""
"MADRS","B30","visionaryMean",0.254,0.151,0.154,0.425,0.64,0.491,"","",""
"MADRS","B7","age",0.092,0.042,0.062,0.775,0.897,0.783,"","",""
"MADRS","B7","LED",-0.12,-0.362,-0.269,0.758,0.339,0.335,"","",""
"MADRS","B7","severity",0.035,0.095,0.062,0.914,0.77,0.783,"","",""
"MADRS","B7","fivedasc_util_total",-0.114,-0.179,-0.092,0.724,0.578,0.679,"","",""
"MADRS","B7","fivedasc_sprit_total",-0.116,-0.182,-0.092,0.72,0.57,0.679,"","",""
"MADRS","B7","fivedasc_bliss_total",-0.157,-0.249,-0.185,0.625,0.435,0.408,"","",""
"MADRS","B7","fivedasc_insight_total",0.063,-0.211,-0.123,0.847,0.511,0.582,"","",""
"MADRS","B7","fivedasc_dis_total",0.192,0.116,0.031,0.551,0.72,0.89,"","",""
"MADRS","B7","fivedasc_imp_total",0.253,0.172,0.092,0.427,0.593,0.679,"","",""
"MADRS","B7","fivedasc_anx_total",0.299,0.263,0.185,0.345,0.409,0.408,"","",""
"MADRS","B7","fivedasc_cimg_total",0.123,-0.025,-0.016,0.703,0.939,0.945,"","",""
"MADRS","B7","fivedasc_eimg_total",0.356,0.189,0.154,0.256,0.555,0.491,"","",""
"MADRS","B7","fivedasc_av_total",-0.138,-0.26,-0.277,0.668,0.415,0.215,"","",""
"MADRS","B7","fivedasc_per_total",-0.179,-0.312,-0.185,0.577,0.323,0.408,"","",""
"MADRS","B7","boundlessMean",-0.087,-0.225,-0.123,0.788,0.483,0.582,"","",""
"MADRS","B7","anxiousEgoMean",0.379,0.137,0.092,0.225,0.672,0.679,"","",""
"MADRS","B7","visionaryMean",0.058,-0.144,-0.092,0.858,0.656,0.679,"","",""
"MADRS","bsl","age",-0.305,-0.274,-0.215,0.335,0.389,0.335,"","",""
"MADRS","bsl","LED",0.103,0.076,0.059,0.791,0.845,0.831,"","",""
"MADRS","bsl","severity",-0.337,-0.309,-0.215,0.284,0.329,0.335,"","",""
"MADRS","bsl","fivedasc_util_total",-0.304,-0.221,-0.123,0.336,0.49,0.582,"","",""
"MADRS","bsl","fivedasc_sprit_total",-0.332,-0.274,-0.185,0.292,0.389,0.408,"","",""
"MADRS","bsl","fivedasc_bliss_total",-0.351,-0.323,-0.185,0.263,0.306,0.408,"","",""
"MADRS","bsl","fivedasc_insight_total",-0.121,-0.319,-0.215,0.708,0.312,0.335,"","",""
"MADRS","bsl","fivedasc_dis_total",-0.085,0.032,0.062,0.794,0.922,0.783,"","",""
"MADRS","bsl","fivedasc_imp_total",0.541,0.435,0.369,0.069,0.157,0.098,"","",""
"MADRS","bsl","fivedasc_anx_total",0.61,0.565,0.431,0.035,0.056,0.054,"*","",""
"MADRS","bsl","fivedasc_cimg_total",0.185,0.19,0.109,0.566,0.555,0.629,"","",""
"MADRS","bsl","fivedasc_eimg_total",0.318,0.242,0.185,0.314,0.448,0.408,"","",""
"MADRS","bsl","fivedasc_av_total",-0.033,-0.06,0.062,0.918,0.854,0.783,"","",""
"MADRS","bsl","fivedasc_per_total",-0.255,-0.323,-0.154,0.423,0.306,0.491,"","",""
"MADRS","bsl","boundlessMean",-0.288,-0.288,-0.154,0.364,0.364,0.491,"","",""
"MADRS","bsl","anxiousEgoMean",0.437,0.393,0.308,0.156,0.206,0.168,"","",""
"MADRS","bsl","visionaryMean",0.069,0.039,0.031,0.831,0.905,0.89,"","",""
"PLR","bsl","age",-0.464,-0.265,-0.21,0.208,0.491,0.451,"","",""
"PLR","bsl","LED",0.143,0.064,0,0.76,0.891,1,"","",""
"PLR","bsl","severity",-0.323,-0.385,-0.269,0.396,0.307,0.333,"","",""
"PLR","bsl","fivedasc_util_total",-0.292,-0.342,-0.21,0.446,0.368,0.451,"","",""
"PLR","bsl","fivedasc_sprit_total",-0.372,-0.385,-0.269,0.325,0.307,0.333,"","",""
"PLR","bsl","fivedasc_bliss_total",-0.311,-0.453,-0.329,0.416,0.221,0.236,"","",""
"PLR","bsl","fivedasc_insight_total",-0.378,-0.385,-0.269,0.316,0.307,0.333,"","",""
"PLR","bsl","fivedasc_dis_total",-0.291,-0.231,-0.21,0.447,0.55,0.451,"","",""
"PLR","bsl","fivedasc_imp_total",0.123,0.111,0.09,0.752,0.776,0.747,"","",""
"PLR","bsl","fivedasc_anx_total",-0.041,-0.043,-0.03,0.916,0.913,0.914,"","",""
"PLR","bsl","fivedasc_cimg_total",-0.633,-0.648,-0.486,0.067,0.059,0.084,"","",""
"PLR","bsl","fivedasc_eimg_total",-0.416,-0.564,-0.389,0.265,0.113,0.162,"","",""
"PLR","bsl","fivedasc_av_total",-0.124,-0.154,-0.15,0.751,0.693,0.59,"","",""
"PLR","bsl","fivedasc_per_total",-0.093,-0.145,-0.09,0.811,0.709,0.747,"","",""
"PLR","bsl","boundlessMean",-0.342,-0.385,-0.269,0.367,0.307,0.333,"","",""
"PLR","bsl","anxiousEgoMean",-0.162,-0.094,-0.09,0.678,0.81,0.747,"","",""
"PLR","bsl","visionaryMean",-0.374,-0.282,-0.21,0.321,0.462,0.451,"","",""
"UPDRS_1","A7","age",0.033,-0.035,-0.032,0.918,0.913,0.889,"","",""
"UPDRS_1","A7","LED",0.7,0.325,0.242,0.036,0.394,0.389,"*","",""
"UPDRS_1","A7","severity",-0.169,-0.06,-0.095,0.599,0.853,0.676,"","",""
"UPDRS_1","A7","fivedasc_util_total",0.263,0.283,0.222,0.408,0.372,0.329,"","",""
"UPDRS_1","A7","fivedasc_sprit_total",0.133,0.103,0.095,0.679,0.751,0.676,"","",""
"UPDRS_1","A7","fivedasc_bliss_total",0.215,0.297,0.286,0.502,0.348,0.21,"","",""
"UPDRS_1","A7","fivedasc_insight_total",0.298,0.219,0.191,0.346,0.493,0.403,"","",""
"UPDRS_1","A7","fivedasc_dis_total",0.067,0.007,0.032,0.837,0.983,0.889,"","",""
"UPDRS_1","A7","fivedasc_imp_total",0.388,0.135,0.095,0.213,0.677,0.676,"","",""
"UPDRS_1","A7","fivedasc_anx_total",0.135,0.067,0.032,0.676,0.835,0.889,"","",""
"UPDRS_1","A7","fivedasc_cimg_total",0.025,0.023,-0.016,0.939,0.943,0.944,"","",""
"UPDRS_1","A7","fivedasc_eimg_total",0.306,0.386,0.318,0.334,0.215,0.163,"","",""
"UPDRS_1","A7","fivedasc_av_total",0.189,0.227,0.222,0.556,0.479,0.329,"","",""
"UPDRS_1","A7","fivedasc_per_total",0.167,0.166,0.127,0.604,0.605,0.577,"","",""
"UPDRS_1","A7","boundlessMean",0.231,0.205,0.191,0.469,0.522,0.403,"","",""
"UPDRS_1","A7","anxiousEgoMean",0.261,0.149,0.127,0.413,0.645,0.577,"","",""
"UPDRS_1","A7","visionaryMean",0.254,0.361,0.286,0.427,0.249,0.21,"","",""
"UPDRS_1","B30","age",-0.052,-0.346,-0.24,0.871,0.271,0.292,"","",""
"UPDRS_1","B30","LED",0.249,0.268,0.179,0.518,0.486,0.52,"","",""
"UPDRS_1","B30","severity",0.206,0.121,0.08,0.52,0.707,0.726,"","",""
"UPDRS_1","B30","fivedasc_util_total",0.291,0.3,0.208,0.358,0.344,0.362,"","",""
"UPDRS_1","B30","fivedasc_sprit_total",0.383,0.332,0.24,0.219,0.292,0.292,"","",""
"UPDRS_1","B30","fivedasc_bliss_total",0.259,0.26,0.176,0.416,0.414,0.44,"","",""
"UPDRS_1","B30","fivedasc_insight_total",0.456,0.218,0.144,0.136,0.497,0.528,"","",""
"UPDRS_1","B30","fivedasc_dis_total",0.2,0.2,0.176,0.534,0.534,0.44,"","",""
"UPDRS_1","B30","fivedasc_imp_total",0.327,0.214,0.176,0.299,0.504,0.44,"","",""
"UPDRS_1","B30","fivedasc_anx_total",0.274,0.225,0.208,0.388,0.483,0.362,"","",""
"UPDRS_1","B30","fivedasc_cimg_total",0.454,0.448,0.355,0.138,0.144,0.122,"","",""
"UPDRS_1","B30","fivedasc_eimg_total",0.157,0.321,0.208,0.626,0.309,0.362,"","",""
"UPDRS_1","B30","fivedasc_av_total",0.053,0.218,0.176,0.871,0.497,0.44,"","",""
"UPDRS_1","B30","fivedasc_per_total",-0.099,-0.018,0.016,0.76,0.956,0.944,"","",""
"UPDRS_1","B30","boundlessMean",0.353,0.3,0.208,0.261,0.344,0.362,"","",""
"UPDRS_1","B30","anxiousEgoMean",0.401,0.292,0.176,0.197,0.356,0.44,"","",""
"UPDRS_1","B30","visionaryMean",0.165,0.182,0.144,0.609,0.572,0.528,"","",""
"UPDRS_1","B7","age",0.217,-0.06,-0.11,0.498,0.853,0.627,"","",""
"UPDRS_1","B7","LED",0.061,-0.102,-0.09,0.875,0.794,0.748,"","",""
"UPDRS_1","B7","severity",0.208,0.177,0.142,0.516,0.583,0.532,"","",""
"UPDRS_1","B7","fivedasc_util_total",-0.101,-0.021,-0.016,0.755,0.948,0.945,"","",""
"UPDRS_1","B7","fivedasc_sprit_total",-0.082,0,-0.016,0.8,1,0.945,"","",""
"UPDRS_1","B7","fivedasc_bliss_total",-0.139,-0.018,-0.016,0.667,0.957,0.945,"","",""
"UPDRS_1","B7","fivedasc_insight_total",0.175,0.035,0.016,0.585,0.913,0.945,"","",""
"UPDRS_1","B7","fivedasc_dis_total",0.209,0.283,0.236,0.515,0.373,0.297,"","",""
"UPDRS_1","B7","fivedasc_imp_total",0.28,0.233,0.205,0.378,0.466,0.366,"","",""
"UPDRS_1","B7","fivedasc_anx_total",0.129,0.124,0.079,0.69,0.702,0.728,"","",""
"UPDRS_1","B7","fivedasc_cimg_total",-0.226,-0.289,-0.222,0.48,0.363,0.329,"","",""
"UPDRS_1","B7","fivedasc_eimg_total",-0.113,-0.216,-0.173,0.727,0.501,0.445,"","",""
"UPDRS_1","B7","fivedasc_av_total",-0.5,-0.572,-0.426,0.098,0.052,0.061,"","",""
"UPDRS_1","B7","fivedasc_per_total",0.013,-0.014,-0.079,0.968,0.965,0.728,"","",""
"UPDRS_1","B7","boundlessMean",-0.043,-0.032,-0.047,0.895,0.922,0.835,"","",""
"UPDRS_1","B7","anxiousEgoMean",0.32,0.226,0.205,0.311,0.48,0.366,"","",""
"UPDRS_1","B7","visionaryMean",-0.277,-0.311,-0.299,0.384,0.325,0.187,"","",""
"UPDRS_1","bsl","age",0.178,0.141,0.156,0.579,0.662,0.488,"","",""
"UPDRS_1","bsl","LED",0.037,0.026,0,0.925,0.948,1,"","",""
"UPDRS_1","bsl","severity",0.225,0.138,0.094,0.483,0.67,0.677,"","",""
"UPDRS_1","bsl","fivedasc_util_total",0.553,0.575,0.438,0.062,0.05,0.052,"","",""
"UPDRS_1","bsl","fivedasc_sprit_total",0.491,0.497,0.438,0.105,0.1,0.052,"","",""
"UPDRS_1","bsl","fivedasc_bliss_total",0.573,0.547,0.375,0.052,0.066,0.096,"","",""
"UPDRS_1","bsl","fivedasc_insight_total",0.536,0.427,0.281,0.072,0.166,0.212,"","",""
"UPDRS_1","bsl","fivedasc_dis_total",0.322,0.19,0.188,0.307,0.553,0.405,"","",""
"UPDRS_1","bsl","fivedasc_imp_total",-0.17,-0.332,-0.25,0.597,0.292,0.267,"","",""
"UPDRS_1","bsl","fivedasc_anx_total",-0.108,-0.155,-0.094,0.738,0.63,0.677,"","",""
"UPDRS_1","bsl","fivedasc_cimg_total",0.224,0.219,0.205,0.483,0.494,0.366,"","",""
"UPDRS_1","bsl","fivedasc_eimg_total",0.409,0.272,0.188,0.187,0.393,0.405,"","",""
"UPDRS_1","bsl","fivedasc_av_total",0.335,0.406,0.281,0.288,0.191,0.212,"","",""
"UPDRS_1","bsl","fivedasc_per_total",0.187,0.31,0.219,0.561,0.326,0.332,"","",""
"UPDRS_1","bsl","boundlessMean",0.552,0.526,0.406,0.063,0.079,0.071,"","",""
"UPDRS_1","bsl","anxiousEgoMean",0.117,0.102,0.094,0.717,0.752,0.677,"","",""
"UPDRS_1","bsl","visionaryMean",0.406,0.413,0.25,0.191,0.182,0.267,"","",""
"UPDRS_2","A7","age",0.169,0.373,0.202,0.6,0.232,0.369,"","",""
"UPDRS_2","A7","LED",-0.516,-0.682,-0.53,0.155,0.043,0.055,"","*",""
"UPDRS_2","A7","severity",0.801,0.782,0.636,0.002,0.003,0.005,"**","**","**"
"UPDRS_2","A7","fivedasc_util_total",0.4,0.345,0.264,0.198,0.272,0.24,"","",""
"UPDRS_2","A7","fivedasc_sprit_total",0.376,0.324,0.264,0.229,0.304,0.24,"","",""
"UPDRS_2","A7","fivedasc_bliss_total",0.443,0.43,0.326,0.15,0.163,0.146,"","",""
"UPDRS_2","A7","fivedasc_insight_total",0.476,0.542,0.419,0.118,0.069,0.062,"","",""
"UPDRS_2","A7","fivedasc_dis_total",0.38,0.176,0.14,0.223,0.584,0.534,"","",""
"UPDRS_2","A7","fivedasc_imp_total",-0.45,-0.507,-0.357,0.142,0.092,0.112,"","",""
"UPDRS_2","A7","fivedasc_anx_total",-0.609,-0.613,-0.481,0.036,0.034,0.032,"*","*","*"
"UPDRS_2","A7","fivedasc_cimg_total",-0.209,-0.187,-0.188,0.513,0.561,0.405,"","",""
"UPDRS_2","A7","fivedasc_eimg_total",0.287,0.324,0.233,0.366,0.304,0.299,"","",""
"UPDRS_2","A7","fivedasc_av_total",0.147,0.183,0.109,0.648,0.569,0.628,"","",""
"UPDRS_2","A7","fivedasc_per_total",0.264,0.401,0.295,0.407,0.196,0.189,"","",""
"UPDRS_2","A7","boundlessMean",0.434,0.366,0.295,0.159,0.242,0.189,"","",""
"UPDRS_2","A7","anxiousEgoMean",-0.187,-0.394,-0.357,0.56,0.205,0.112,"","",""
"UPDRS_2","A7","visionaryMean",0.204,0.246,0.14,0.524,0.44,0.534,"","",""
"UPDRS_2","B30","age",0.03,0.007,0,0.926,0.983,1,"","",""
"UPDRS_2","B30","LED",-0.287,-0.39,-0.294,0.454,0.3,0.287,"","",""
"UPDRS_2","B30","severity",0.68,0.611,0.492,0.015,0.035,0.027,"*","*","*"
"UPDRS_2","B30","fivedasc_util_total",0.61,0.586,0.431,0.035,0.045,0.054,"*","*",""
"UPDRS_2","B30","fivedasc_sprit_total",0.569,0.558,0.431,0.054,0.059,0.054,"","",""
"UPDRS_2","B30","fivedasc_bliss_total",0.627,0.663,0.492,0.029,0.019,0.027,"*","*","*"
"UPDRS_2","B30","fivedasc_insight_total",0.687,0.768,0.554,0.014,0.004,0.013,"*","**","*"
"UPDRS_2","B30","fivedasc_dis_total",0.404,0.298,0.154,0.193,0.346,0.491,"","",""
"UPDRS_2","B30","fivedasc_imp_total",-0.401,-0.519,-0.369,0.197,0.084,0.098,"","",""
"UPDRS_2","B30","fivedasc_anx_total",-0.622,-0.663,-0.523,0.031,0.019,0.019,"*","*","*"
"UPDRS_2","B30","fivedasc_cimg_total",-0.04,-0.051,-0.047,0.903,0.875,0.836,"","",""
"UPDRS_2","B30","fivedasc_eimg_total",0.395,0.382,0.246,0.204,0.22,0.27,"","",""
"UPDRS_2","B30","fivedasc_av_total",0.371,0.411,0.246,0.236,0.185,0.27,"","",""
"UPDRS_2","B30","fivedasc_per_total",0.464,0.611,0.462,0.129,0.035,0.039,"","*","*"
"UPDRS_2","B30","boundlessMean",0.638,0.621,0.462,0.026,0.031,0.039,"*","*","*"
"UPDRS_2","B30","anxiousEgoMean",-0.157,-0.302,-0.246,0.625,0.34,0.27,"","",""
"UPDRS_2","B30","visionaryMean",0.443,0.484,0.308,0.149,0.111,0.168,"","",""
"UPDRS_2","B7","age",-0.029,-0.011,0.016,0.928,0.974,0.945,"","",""
"UPDRS_2","B7","LED",-0.228,-0.237,-0.177,0.555,0.539,0.523,"","",""
"UPDRS_2","B7","severity",0.577,0.671,0.512,0.049,0.017,0.023,"*","*","*"
"UPDRS_2","B7","fivedasc_util_total",0.588,0.576,0.419,0.045,0.05,0.062,"*","*",""
"UPDRS_2","B7","fivedasc_sprit_total",0.569,0.569,0.45,0.053,0.053,0.045,"","","*"
"UPDRS_2","B7","fivedasc_bliss_total",0.568,0.654,0.481,0.054,0.021,0.032,"","*","*"
"UPDRS_2","B7","fivedasc_insight_total",0.62,0.756,0.512,0.032,0.004,0.023,"*","**","*"
"UPDRS_2","B7","fivedasc_dis_total",0.541,0.355,0.202,0.069,0.257,0.369,"","",""
"UPDRS_2","B7","fivedasc_imp_total",-0.443,-0.33,-0.264,0.149,0.294,0.24,"","",""
"UPDRS_2","B7","fivedasc_anx_total",-0.643,-0.524,-0.419,0.024,0.081,0.062,"*","",""
"UPDRS_2","B7","fivedasc_cimg_total",-0.159,0.048,0.031,0.621,0.883,0.89,"","",""
"UPDRS_2","B7","fivedasc_eimg_total",0.287,0.485,0.357,0.365,0.11,0.112,"","",""
"UPDRS_2","B7","fivedasc_av_total",0.332,0.432,0.264,0.292,0.16,0.24,"","",""
"UPDRS_2","B7","fivedasc_per_total",0.521,0.583,0.45,0.082,0.046,0.045,"","*","*"
"UPDRS_2","B7","boundlessMean",0.6,0.615,0.45,0.039,0.033,0.045,"*","*","*"
"UPDRS_2","B7","anxiousEgoMean",-0.084,-0.176,-0.14,0.795,0.585,0.534,"","",""
"UPDRS_2","B7","visionaryMean",0.376,0.467,0.357,0.228,0.125,0.112,"","",""
"UPDRS_2","bsl","age",0.214,0.148,0.079,0.505,0.645,0.728,"","",""
"UPDRS_2","bsl","LED",-0.427,-0.647,-0.448,0.252,0.06,0.108,"","",""
"UPDRS_2","bsl","severity",0.657,0.71,0.52,0.02,0.01,0.022,"*","**","*"
"UPDRS_2","bsl","fivedasc_util_total",0.46,0.417,0.299,0.133,0.177,0.187,"","",""
"UPDRS_2","bsl","fivedasc_sprit_total",0.41,0.396,0.299,0.186,0.203,0.187,"","",""
"UPDRS_2","bsl","fivedasc_bliss_total",0.482,0.498,0.362,0.113,0.099,0.11,"","",""
"UPDRS_2","bsl","fivedasc_insight_total",0.575,0.594,0.457,0.05,0.042,0.044,"","*","*"
"UPDRS_2","bsl","fivedasc_dis_total",0.339,0.23,0.142,0.281,0.473,0.532,"","",""
"UPDRS_2","bsl","fivedasc_imp_total",-0.483,-0.396,-0.236,0.112,0.203,0.297,"","",""
"UPDRS_2","bsl","fivedasc_anx_total",-0.607,-0.544,-0.426,0.037,0.067,0.061,"*","",""
"UPDRS_2","bsl","fivedasc_cimg_total",-0.2,-0.069,-0.095,0.533,0.831,0.676,"","",""
"UPDRS_2","bsl","fivedasc_eimg_total",0.266,0.276,0.142,0.403,0.386,0.532,"","",""
"UPDRS_2","bsl","fivedasc_av_total",0.112,0.18,0.079,0.729,0.575,0.728,"","",""
"UPDRS_2","bsl","fivedasc_per_total",0.338,0.421,0.331,0.283,0.173,0.144,"","",""
"UPDRS_2","bsl","boundlessMean",0.492,0.445,0.331,0.104,0.147,0.144,"","",""
"UPDRS_2","bsl","anxiousEgoMean",-0.228,-0.29,-0.236,0.475,0.361,0.297,"","",""
"UPDRS_2","bsl","visionaryMean",0.213,0.272,0.173,0.506,0.392,0.445,"","",""
"UPDRS_3","A7","age",0.456,0.58,0.424,0.137,0.052,0.063,"","",""
"UPDRS_3","A7","LED",-0.362,-0.329,-0.203,0.338,0.387,0.458,"","",""
"UPDRS_3","A7","severity",0.932,0.909,0.788,0,0,0,"***","***","***"
"UPDRS_3","A7","fivedasc_util_total",0.198,0.238,0.242,0.538,0.457,0.311,"","",""
"UPDRS_3","A7","fivedasc_sprit_total",0.24,0.28,0.242,0.452,0.379,0.311,"","",""
"UPDRS_3","A7","fivedasc_bliss_total",0.305,0.378,0.303,0.336,0.227,0.197,"","",""
"UPDRS_3","A7","fivedasc_insight_total",0.264,0.434,0.394,0.407,0.161,0.086,"","",""
"UPDRS_3","A7","fivedasc_dis_total",0.132,0.007,0.061,0.683,0.991,0.841,"","",""
"UPDRS_3","A7","fivedasc_imp_total",-0.18,-0.217,-0.152,0.576,0.499,0.545,"","",""
"UPDRS_3","A7","fivedasc_anx_total",-0.409,-0.406,-0.242,0.187,0.193,0.311,"","",""
"UPDRS_3","A7","fivedasc_cimg_total",-0.112,-0.168,-0.107,0.728,0.601,0.63,"","",""
"UPDRS_3","A7","fivedasc_eimg_total",0.07,0.182,0.121,0.83,0.573,0.638,"","",""
"UPDRS_3","A7","fivedasc_av_total",-0.081,0.042,0,0.802,0.904,1,"","",""
"UPDRS_3","A7","fivedasc_per_total",-0.018,0.294,0.333,0.957,0.354,0.153,"","",""
"UPDRS_3","A7","boundlessMean",0.259,0.28,0.273,0.416,0.379,0.25,"","",""
"UPDRS_3","A7","anxiousEgoMean",-0.169,-0.273,-0.212,0.6,0.391,0.381,"","",""
"UPDRS_3","A7","visionaryMean",-0.038,-0.028,0,0.907,0.939,1,"","",""
"UPDRS_3","B30","age",0.494,0.585,0.351,0.103,0.046,0.114,"","*",""
"UPDRS_3","B30","LED",-0.354,-0.329,-0.203,0.35,0.387,0.458,"","",""
"UPDRS_3","B30","severity",0.931,0.949,0.84,0,0,0,"***","***","***"
"UPDRS_3","B30","fivedasc_util_total",0.19,0.172,0.168,0.554,0.594,0.45,"","",""
"UPDRS_3","B30","fivedasc_sprit_total",0.262,0.266,0.229,0.411,0.403,0.303,"","",""
"UPDRS_3","B30","fivedasc_bliss_total",0.303,0.308,0.229,0.338,0.33,0.303,"","",""
"UPDRS_3","B30","fivedasc_insight_total",0.25,0.382,0.321,0.432,0.221,0.149,"","",""
"UPDRS_3","B30","fivedasc_dis_total",0.237,0.098,0.168,0.457,0.762,0.45,"","",""
